framework_key,framework_name,requirement_key,title,category,requirement_type,description,source_reference,measurement_key,evidence_types,verification_mode,verification_label,verification_guidance,canonical_control_key,canonical_control_name,mapping_status,mapping_type,mapping_confidence,mapping_basis,mapping_review_status,mapping_limitation,mapping_next_step,assessment_granularity,assessment_methods,scoring_model,required_artifacts,audit_boundary,authority_statement,assessment_method_reference,assessment_objective,applicability,pass_criteria,partial_criteria,fail_criteria,level_1,level_2,level_3,level_4
nist-sp-800-53r5,NIST SP 800-53 Rev. 5,nist53.cp,Contingency Planning,Contingency Planning,Control,"Prepare for, respond to, and recover from system disruptions and failures.",NIST SP 800-53 Rev. 5: CP,,continuity_plan; recovery_plan; restore_test,hybrid,Document + Splunk tracking,Review the approved continuity plan and attach a recent exercise or restore test that demonstrates it works.,category.contingency-planning,Contingency Planning,provisional,rollup,high,NIST SP 800-53 control-family names are authoritative groupings for organizing control coverage.,approved_for_rollup,"A family is not an individual control. Audit use requires control IDs, enhancements, baselines, tailoring, and SP 800-53A assessment procedures.",Add control/enhancement content and bind each assessment to the selected baseline and assessment procedure.,"Control, Enhancement, and Determination Statement","SP 800-53A assessment procedures using Examine, Interview, and Test methods","Determination statement results with baseline, tailoring, ODP, and scope context",System security and privacy plans; control implementation evidence; assessment plan; assessment results; ODPs,Control-family rows are roll-up navigation and cannot replace control/enhancement assessment procedures,"Assessment-level approval requires source control identifiers, procedures, objects, and tailoring",NIST SP 800-53A Rev. 5 assessment procedures,"Determine whether the Contingency Planning control family is implemented according to the applicable baseline, tailoring, ODPs, and SP 800-53A procedures.","Apply only to controls and enhancements selected for the system after baseline, tailoring, and ODP decisions.","Applicable determination statements are satisfied with current examine, interview, or test evidence and documented scope.","Some determination statements are satisfied, but one or more applicable statements, objects, or evidence items remain incomplete.",Applicable determination statements are not satisfied or cannot be assessed from current evidence.,,,,
nist-sp-800-53r5,NIST SP 800-53 Rev. 5,nist53.ia,Identification and Authentication,Identification and Authentication,Control,"Identify and authenticate users, devices, and processes before access is granted.",NIST SP 800-53 Rev. 5: IA,,identity_policy; mfa_report; authentication_logs,technical,Splunk tracking,"Use identity or authentication tracking to demonstrate coverage, exceptions, and recent successful test events.",category.identification-and-authentication,Identification and Authentication,provisional,rollup,high,NIST SP 800-53 control-family names are authoritative groupings for organizing control coverage.,approved_for_rollup,"A family is not an individual control. Audit use requires control IDs, enhancements, baselines, tailoring, and SP 800-53A assessment procedures.",Add control/enhancement content and bind each assessment to the selected baseline and assessment procedure.,"Control, Enhancement, and Determination Statement","SP 800-53A assessment procedures using Examine, Interview, and Test methods","Determination statement results with baseline, tailoring, ODP, and scope context",System security and privacy plans; control implementation evidence; assessment plan; assessment results; ODPs,Control-family rows are roll-up navigation and cannot replace control/enhancement assessment procedures,"Assessment-level approval requires source control identifiers, procedures, objects, and tailoring",NIST SP 800-53A Rev. 5 assessment procedures,"Determine whether the Identification and Authentication control family is implemented according to the applicable baseline, tailoring, ODPs, and SP 800-53A procedures.","Apply only to controls and enhancements selected for the system after baseline, tailoring, and ODP decisions.","Applicable determination statements are satisfied with current examine, interview, or test evidence and documented scope.","Some determination statements are satisfied, but one or more applicable statements, objects, or evidence items remain incomplete.",Applicable determination statements are not satisfied or cannot be assessed from current evidence.,,,,
nist-sp-800-53r5,NIST SP 800-53 Rev. 5,nist53.ir,Incident Response,Incident Response,Control,"Prepare for, detect, analyze, contain, eradicate, and recover from incidents.",NIST SP 800-53 Rev. 5: IR,,incident_response_plan; incident_record; exercise_record,hybrid,Document + Splunk tracking,"Review the response plan and confirm it is supported by incident records, alert history, and an exercise or actual response.",category.incident-response,Incident Response,provisional,rollup,high,NIST SP 800-53 control-family names are authoritative groupings for organizing control coverage.,approved_for_rollup,"A family is not an individual control. Audit use requires control IDs, enhancements, baselines, tailoring, and SP 800-53A assessment procedures.",Add control/enhancement content and bind each assessment to the selected baseline and assessment procedure.,"Control, Enhancement, and Determination Statement","SP 800-53A assessment procedures using Examine, Interview, and Test methods","Determination statement results with baseline, tailoring, ODP, and scope context",System security and privacy plans; control implementation evidence; assessment plan; assessment results; ODPs,Control-family rows are roll-up navigation and cannot replace control/enhancement assessment procedures,"Assessment-level approval requires source control identifiers, procedures, objects, and tailoring",NIST SP 800-53A Rev. 5 assessment procedures,"Determine whether the Incident Response control family is implemented according to the applicable baseline, tailoring, ODPs, and SP 800-53A procedures.","Apply only to controls and enhancements selected for the system after baseline, tailoring, and ODP decisions.","Applicable determination statements are satisfied with current examine, interview, or test evidence and documented scope.","Some determination statements are satisfied, but one or more applicable statements, objects, or evidence items remain incomplete.",Applicable determination statements are not satisfied or cannot be assessed from current evidence.,,,,
nist-sp-800-53r5,NIST SP 800-53 Rev. 5,nist53.ma,Maintenance,Maintenance,Control,Perform controlled and monitored maintenance on organizational systems.,NIST SP 800-53 Rev. 5: MA,,maintenance_policy; maintenance_records; remote_access_logs,hybrid,Document + Splunk tracking,"Review the maintenance procedure and sample records or logs for authorization, monitoring, and completion.",category.maintenance,Maintenance,provisional,rollup,high,NIST SP 800-53 control-family names are authoritative groupings for organizing control coverage.,approved_for_rollup,"A family is not an individual control. Audit use requires control IDs, enhancements, baselines, tailoring, and SP 800-53A assessment procedures.",Add control/enhancement content and bind each assessment to the selected baseline and assessment procedure.,"Control, Enhancement, and Determination Statement","SP 800-53A assessment procedures using Examine, Interview, and Test methods","Determination statement results with baseline, tailoring, ODP, and scope context",System security and privacy plans; control implementation evidence; assessment plan; assessment results; ODPs,Control-family rows are roll-up navigation and cannot replace control/enhancement assessment procedures,"Assessment-level approval requires source control identifiers, procedures, objects, and tailoring",NIST SP 800-53A Rev. 5 assessment procedures,"Determine whether the Maintenance control family is implemented according to the applicable baseline, tailoring, ODPs, and SP 800-53A procedures.","Apply only to controls and enhancements selected for the system after baseline, tailoring, and ODP decisions.","Applicable determination statements are satisfied with current examine, interview, or test evidence and documented scope.","Some determination statements are satisfied, but one or more applicable statements, objects, or evidence items remain incomplete.",Applicable determination statements are not satisfied or cannot be assessed from current evidence.,,,,
nist-sp-800-53r5,NIST SP 800-53 Rev. 5,nist53.mp,Media Protection,Media Protection,Control,"Protect system media, including digital and non-digital media, through handling, access, and disposal controls.",NIST SP 800-53 Rev. 5: MP,,media_policy; media_inventory; disposal_record,document,Document review,"Review the approved media handling and disposal policy, inventory, access restrictions, and completed disposal records.",category.media-protection,Media Protection,provisional,rollup,high,NIST SP 800-53 control-family names are authoritative groupings for organizing control coverage.,approved_for_rollup,"A family is not an individual control. Audit use requires control IDs, enhancements, baselines, tailoring, and SP 800-53A assessment procedures.",Add control/enhancement content and bind each assessment to the selected baseline and assessment procedure.,"Control, Enhancement, and Determination Statement","SP 800-53A assessment procedures using Examine, Interview, and Test methods","Determination statement results with baseline, tailoring, ODP, and scope context",System security and privacy plans; control implementation evidence; assessment plan; assessment results; ODPs,Control-family rows are roll-up navigation and cannot replace control/enhancement assessment procedures,"Assessment-level approval requires source control identifiers, procedures, objects, and tailoring",NIST SP 800-53A Rev. 5 assessment procedures,"Determine whether the Media Protection control family is implemented according to the applicable baseline, tailoring, ODPs, and SP 800-53A procedures.","Apply only to controls and enhancements selected for the system after baseline, tailoring, and ODP decisions.","Applicable determination statements are satisfied with current examine, interview, or test evidence and documented scope.","Some determination statements are satisfied, but one or more applicable statements, objects, or evidence items remain incomplete.",Applicable determination statements are not satisfied or cannot be assessed from current evidence.,,,,
nist-sp-800-53r5,NIST SP 800-53 Rev. 5,nist53.pe,Physical and Environmental Protection,Physical Protection,Control,"Limit physical access and protect facilities, systems, and supporting infrastructure from environmental threats.",NIST SP 800-53 Rev. 5: PE,,physical_security_policy; visitor_log; facility_test,document,Document review,"Review the approved physical security procedure and current access, visitor, environmental, and test records.",category.physical-protection,Physical Protection,provisional,rollup,high,NIST SP 800-53 control-family names are authoritative groupings for organizing control coverage.,approved_for_rollup,"A family is not an individual control. Audit use requires control IDs, enhancements, baselines, tailoring, and SP 800-53A assessment procedures.",Add control/enhancement content and bind each assessment to the selected baseline and assessment procedure.,"Control, Enhancement, and Determination Statement","SP 800-53A assessment procedures using Examine, Interview, and Test methods","Determination statement results with baseline, tailoring, ODP, and scope context",System security and privacy plans; control implementation evidence; assessment plan; assessment results; ODPs,Control-family rows are roll-up navigation and cannot replace control/enhancement assessment procedures,"Assessment-level approval requires source control identifiers, procedures, objects, and tailoring",NIST SP 800-53A Rev. 5 assessment procedures,"Determine whether the Physical and Environmental Protection control family is implemented according to the applicable baseline, tailoring, ODPs, and SP 800-53A procedures.","Apply only to controls and enhancements selected for the system after baseline, tailoring, and ODP decisions.","Applicable determination statements are satisfied with current examine, interview, or test evidence and documented scope.","Some determination statements are satisfied, but one or more applicable statements, objects, or evidence items remain incomplete.",Applicable determination statements are not satisfied or cannot be assessed from current evidence.,,,,
nist-sp-800-53r5,NIST SP 800-53 Rev. 5,nist53.pl,Planning,Planning,Control,"Develop and maintain security and privacy plans that describe the system, controls, roles, and operating assumptions.",NIST SP 800-53 Rev. 5: PL,,system_security_plan; privacy_plan; risk_assessment,document,Document review,"Provide current approved plans with system scope, control responsibilities, assumptions, exceptions, and review dates. The plan must match the deployed system.",category.planning,Planning,provisional,rollup,high,NIST SP 800-53 control-family names are authoritative groupings for organizing control coverage.,approved_for_rollup,"A family is not an individual control. Audit use requires control IDs, enhancements, baselines, tailoring, and SP 800-53A assessment procedures.",Add control/enhancement content and bind each assessment to the selected baseline and assessment procedure.,"Control, Enhancement, and Determination Statement","SP 800-53A assessment procedures using Examine, Interview, and Test methods","Determination statement results with baseline, tailoring, ODP, and scope context",System security and privacy plans; control implementation evidence; assessment plan; assessment results; ODPs,Control-family rows are roll-up navigation and cannot replace control/enhancement assessment procedures,"Assessment-level approval requires source control identifiers, procedures, objects, and tailoring",NIST SP 800-53A Rev. 5 assessment procedures,"Determine whether the Planning control family is implemented according to the applicable baseline, tailoring, ODPs, and SP 800-53A procedures.","Apply only to controls and enhancements selected for the system after baseline, tailoring, and ODP decisions.","Applicable determination statements are satisfied with current examine, interview, or test evidence and documented scope.","Some determination statements are satisfied, but one or more applicable statements, objects, or evidence items remain incomplete.",Applicable determination statements are not satisfied or cannot be assessed from current evidence.,,,,
nist-sp-800-53r5,NIST SP 800-53 Rev. 5,nist53.pm,Program Management,Program Management,Control,"Manage organization-wide security and privacy programs, risk, policy, and oversight.",NIST SP 800-53 Rev. 5: PM,,security_program_policy; risk_register; governance_minutes,document,Document review,"Review the approved program charter, risk register, governance decisions, assigned owners, and evidence of periodic review.",category.program-management,Program Management,provisional,rollup,high,NIST SP 800-53 control-family names are authoritative groupings for organizing control coverage.,approved_for_rollup,"A family is not an individual control. Audit use requires control IDs, enhancements, baselines, tailoring, and SP 800-53A assessment procedures.",Add control/enhancement content and bind each assessment to the selected baseline and assessment procedure.,"Control, Enhancement, and Determination Statement","SP 800-53A assessment procedures using Examine, Interview, and Test methods","Determination statement results with baseline, tailoring, ODP, and scope context",System security and privacy plans; control implementation evidence; assessment plan; assessment results; ODPs,Control-family rows are roll-up navigation and cannot replace control/enhancement assessment procedures,"Assessment-level approval requires source control identifiers, procedures, objects, and tailoring",NIST SP 800-53A Rev. 5 assessment procedures,"Determine whether the Program Management control family is implemented according to the applicable baseline, tailoring, ODPs, and SP 800-53A procedures.","Apply only to controls and enhancements selected for the system after baseline, tailoring, and ODP decisions.","Applicable determination statements are satisfied with current examine, interview, or test evidence and documented scope.","Some determination statements are satisfied, but one or more applicable statements, objects, or evidence items remain incomplete.",Applicable determination statements are not satisfied or cannot be assessed from current evidence.,,,,
nist-sp-800-53r5,NIST SP 800-53 Rev. 5,nist53.ps,Personnel Security,Personnel Security,Control,"Manage personnel risk before, during, and after employment or contract assignments.",NIST SP 800-53 Rev. 5: PS,,personnel_security_policy; screening_record; termination_checklist,document,Document review,"Review the approved personnel security procedure and sample onboarding, transfer, and termination records.",category.personnel-security,Personnel Security,provisional,rollup,high,NIST SP 800-53 control-family names are authoritative groupings for organizing control coverage.,approved_for_rollup,"A family is not an individual control. Audit use requires control IDs, enhancements, baselines, tailoring, and SP 800-53A assessment procedures.",Add control/enhancement content and bind each assessment to the selected baseline and assessment procedure.,"Control, Enhancement, and Determination Statement","SP 800-53A assessment procedures using Examine, Interview, and Test methods","Determination statement results with baseline, tailoring, ODP, and scope context",System security and privacy plans; control implementation evidence; assessment plan; assessment results; ODPs,Control-family rows are roll-up navigation and cannot replace control/enhancement assessment procedures,"Assessment-level approval requires source control identifiers, procedures, objects, and tailoring",NIST SP 800-53A Rev. 5 assessment procedures,"Determine whether the Personnel Security control family is implemented according to the applicable baseline, tailoring, ODPs, and SP 800-53A procedures.","Apply only to controls and enhancements selected for the system after baseline, tailoring, and ODP decisions.","Applicable determination statements are satisfied with current examine, interview, or test evidence and documented scope.","Some determination statements are satisfied, but one or more applicable statements, objects, or evidence items remain incomplete.",Applicable determination statements are not satisfied or cannot be assessed from current evidence.,,,,
nist-sp-800-53r5,NIST SP 800-53 Rev. 5,nist53.pt,Personally Identifiable Information Processing and Transparency,Privacy,Control,Manage personally identifiable information processing and provide appropriate transparency and privacy protections.,NIST SP 800-53 Rev. 5: PT,,privacy_notice; data_inventory; privacy_impact_assessment,document,Document review,"Review current privacy notices, data inventory, processing purpose, retention, and privacy impact documentation.",category.privacy,Privacy,provisional,rollup,high,NIST SP 800-53 control-family names are authoritative groupings for organizing control coverage.,approved_for_rollup,"A family is not an individual control. Audit use requires control IDs, enhancements, baselines, tailoring, and SP 800-53A assessment procedures.",Add control/enhancement content and bind each assessment to the selected baseline and assessment procedure.,"Control, Enhancement, and Determination Statement","SP 800-53A assessment procedures using Examine, Interview, and Test methods","Determination statement results with baseline, tailoring, ODP, and scope context",System security and privacy plans; control implementation evidence; assessment plan; assessment results; ODPs,Control-family rows are roll-up navigation and cannot replace control/enhancement assessment procedures,"Assessment-level approval requires source control identifiers, procedures, objects, and tailoring",NIST SP 800-53A Rev. 5 assessment procedures,"Determine whether the Personally Identifiable Information Processing and Transparency control family is implemented according to the applicable baseline, tailoring, ODPs, and SP 800-53A procedures.","Apply only to controls and enhancements selected for the system after baseline, tailoring, and ODP decisions.","Applicable determination statements are satisfied with current examine, interview, or test evidence and documented scope.","Some determination statements are satisfied, but one or more applicable statements, objects, or evidence items remain incomplete.",Applicable determination statements are not satisfied or cannot be assessed from current evidence.,,,,
nist-sp-800-53r5,NIST SP 800-53 Rev. 5,nist53.ra,Risk Assessment,Risk Assessment,Control,"Assess, document, and monitor security and privacy risks to organizational operations and individuals.",NIST SP 800-53 Rev. 5: RA,,risk_assessment; risk_register; threat_assessment,hybrid,Document + Splunk tracking,"Review the current risk assessment and register, then verify material risks have owners, treatment decisions, and tracking evidence.",category.risk-assessment,Risk Assessment,provisional,rollup,high,NIST SP 800-53 control-family names are authoritative groupings for organizing control coverage.,approved_for_rollup,"A family is not an individual control. Audit use requires control IDs, enhancements, baselines, tailoring, and SP 800-53A assessment procedures.",Add control/enhancement content and bind each assessment to the selected baseline and assessment procedure.,"Control, Enhancement, and Determination Statement","SP 800-53A assessment procedures using Examine, Interview, and Test methods","Determination statement results with baseline, tailoring, ODP, and scope context",System security and privacy plans; control implementation evidence; assessment plan; assessment results; ODPs,Control-family rows are roll-up navigation and cannot replace control/enhancement assessment procedures,"Assessment-level approval requires source control identifiers, procedures, objects, and tailoring",NIST SP 800-53A Rev. 5 assessment procedures,"Determine whether the Risk Assessment control family is implemented according to the applicable baseline, tailoring, ODPs, and SP 800-53A procedures.","Apply only to controls and enhancements selected for the system after baseline, tailoring, and ODP decisions.","Applicable determination statements are satisfied with current examine, interview, or test evidence and documented scope.","Some determination statements are satisfied, but one or more applicable statements, objects, or evidence items remain incomplete.",Applicable determination statements are not satisfied or cannot be assessed from current evidence.,,,,
nist-sp-800-53r5,NIST SP 800-53 Rev. 5,nist53.sa,System and Services Acquisition,System Acquisition,Control,"Integrate security and privacy requirements into acquisition, development, and supplier management.",NIST SP 800-53 Rev. 5: SA,,acquisition_policy; security_requirements; supplier_review,hybrid,Document + Splunk tracking,"Review procurement and development requirements, then sample supplier or project records for applied security and privacy criteria.",category.system-acquisition,System Acquisition,provisional,rollup,high,NIST SP 800-53 control-family names are authoritative groupings for organizing control coverage.,approved_for_rollup,"A family is not an individual control. Audit use requires control IDs, enhancements, baselines, tailoring, and SP 800-53A assessment procedures.",Add control/enhancement content and bind each assessment to the selected baseline and assessment procedure.,"Control, Enhancement, and Determination Statement","SP 800-53A assessment procedures using Examine, Interview, and Test methods","Determination statement results with baseline, tailoring, ODP, and scope context",System security and privacy plans; control implementation evidence; assessment plan; assessment results; ODPs,Control-family rows are roll-up navigation and cannot replace control/enhancement assessment procedures,"Assessment-level approval requires source control identifiers, procedures, objects, and tailoring",NIST SP 800-53A Rev. 5 assessment procedures,"Determine whether the System and Services Acquisition control family is implemented according to the applicable baseline, tailoring, ODPs, and SP 800-53A procedures.","Apply only to controls and enhancements selected for the system after baseline, tailoring, and ODP decisions.","Applicable determination statements are satisfied with current examine, interview, or test evidence and documented scope.","Some determination statements are satisfied, but one or more applicable statements, objects, or evidence items remain incomplete.",Applicable determination statements are not satisfied or cannot be assessed from current evidence.,,,,
nist-sp-800-53r5,NIST SP 800-53 Rev. 5,nist53.sc,System and Communications Protection,Communications Protection,Control,"Protect system boundaries, communications, and information flows using approved architectural and technical safeguards.",NIST SP 800-53 Rev. 5: SC,,network_architecture; encryption_configuration; firewall_review,technical,Splunk tracking,"Use network and configuration tracking to show protected flows, encryption coverage, boundary controls, and exceptions.",category.communications-protection,Communications Protection,provisional,rollup,high,NIST SP 800-53 control-family names are authoritative groupings for organizing control coverage.,approved_for_rollup,"A family is not an individual control. Audit use requires control IDs, enhancements, baselines, tailoring, and SP 800-53A assessment procedures.",Add control/enhancement content and bind each assessment to the selected baseline and assessment procedure.,"Control, Enhancement, and Determination Statement","SP 800-53A assessment procedures using Examine, Interview, and Test methods","Determination statement results with baseline, tailoring, ODP, and scope context",System security and privacy plans; control implementation evidence; assessment plan; assessment results; ODPs,Control-family rows are roll-up navigation and cannot replace control/enhancement assessment procedures,"Assessment-level approval requires source control identifiers, procedures, objects, and tailoring",NIST SP 800-53A Rev. 5 assessment procedures,"Determine whether the System and Communications Protection control family is implemented according to the applicable baseline, tailoring, ODPs, and SP 800-53A procedures.","Apply only to controls and enhancements selected for the system after baseline, tailoring, and ODP decisions.","Applicable determination statements are satisfied with current examine, interview, or test evidence and documented scope.","Some determination statements are satisfied, but one or more applicable statements, objects, or evidence items remain incomplete.",Applicable determination statements are not satisfied or cannot be assessed from current evidence.,,,,
nist-sp-800-53r5,NIST SP 800-53 Rev. 5,nist53.si,System and Information Integrity,System Integrity,Control,"Identify, report, and correct flaws, malicious code, improper use, and unauthorized changes.",NIST SP 800-53 Rev. 5: SI,,vulnerability_report; malware_alerts; integrity_monitoring,technical,Splunk tracking,"Use Splunk tracking to show vulnerability, malware, integrity, and remediation status for in-scope systems.",category.system-integrity,System Integrity,provisional,rollup,high,NIST SP 800-53 control-family names are authoritative groupings for organizing control coverage.,approved_for_rollup,"A family is not an individual control. Audit use requires control IDs, enhancements, baselines, tailoring, and SP 800-53A assessment procedures.",Add control/enhancement content and bind each assessment to the selected baseline and assessment procedure.,"Control, Enhancement, and Determination Statement","SP 800-53A assessment procedures using Examine, Interview, and Test methods","Determination statement results with baseline, tailoring, ODP, and scope context",System security and privacy plans; control implementation evidence; assessment plan; assessment results; ODPs,Control-family rows are roll-up navigation and cannot replace control/enhancement assessment procedures,"Assessment-level approval requires source control identifiers, procedures, objects, and tailoring",NIST SP 800-53A Rev. 5 assessment procedures,"Determine whether the System and Information Integrity control family is implemented according to the applicable baseline, tailoring, ODPs, and SP 800-53A procedures.","Apply only to controls and enhancements selected for the system after baseline, tailoring, and ODP decisions.","Applicable determination statements are satisfied with current examine, interview, or test evidence and documented scope.","Some determination statements are satisfied, but one or more applicable statements, objects, or evidence items remain incomplete.",Applicable determination statements are not satisfied or cannot be assessed from current evidence.,,,,
nist-sp-800-53r5,NIST SP 800-53 Rev. 5,nist53.sr,Supply Chain Risk Management,Supply Chain Risk Management,Control,"Identify, assess, and manage risks introduced by suppliers, services, products, and system components.",NIST SP 800-53 Rev. 5: SR,,supplier_inventory; supplier_assessment; contract_review,document,Document review,"Review the approved supply chain process, supplier inventory, assessment results, contract requirements, and exception decisions.",category.supply-chain-risk-management,Supply Chain Risk Management,provisional,rollup,high,NIST SP 800-53 control-family names are authoritative groupings for organizing control coverage.,approved_for_rollup,"A family is not an individual control. Audit use requires control IDs, enhancements, baselines, tailoring, and SP 800-53A assessment procedures.",Add control/enhancement content and bind each assessment to the selected baseline and assessment procedure.,"Control, Enhancement, and Determination Statement","SP 800-53A assessment procedures using Examine, Interview, and Test methods","Determination statement results with baseline, tailoring, ODP, and scope context",System security and privacy plans; control implementation evidence; assessment plan; assessment results; ODPs,Control-family rows are roll-up navigation and cannot replace control/enhancement assessment procedures,"Assessment-level approval requires source control identifiers, procedures, objects, and tailoring",NIST SP 800-53A Rev. 5 assessment procedures,"Determine whether the Supply Chain Risk Management control family is implemented according to the applicable baseline, tailoring, ODPs, and SP 800-53A procedures.","Apply only to controls and enhancements selected for the system after baseline, tailoring, and ODP decisions.","Applicable determination statements are satisfied with current examine, interview, or test evidence and documented scope.","Some determination statements are satisfied, but one or more applicable statements, objects, or evidence items remain incomplete.",Applicable determination statements are not satisfied or cannot be assessed from current evidence.,,,,
pci-dss-4.0.1,PCI DSS,pci.01,Install and Maintain Network Security Controls,Network Security,Control,Define and maintain network security controls that protect the cardholder data environment.,PCI DSS v4.0.1: Requirement 1,,network_diagram; firewall_review; configuration_scan,hybrid,Document + Splunk tracking,Review the approved network control procedure and use configuration or network tracking to show current boundaries and exceptions.,category.network-security,Network Security,provisional,rollup,medium,PCI DSS requirement themes provide a stable grouping for navigation and evidence collection.,approved_for_rollup,"Requirement groups are not the detailed v4.0.1 requirements and subrequirements. Validation also depends on scope, applicable testing procedures, and the selected ROC/SAQ path.","Add detailed requirements, subrequirements, testing procedures, applicability, and ROC/SAQ workflow.",Requirement and Sub-Requirement,"PCI testing procedures: Examine, Observe, Interview; customized approach where documented",Requirement results reported through applicable SAQ or ROC and attestation path,Cardholder data environment scope; SAQ eligibility or ROC path; testing samples; remediation; AOC/attestation,"Requirement themes support readiness; the applicable acquirer, payment brand, QSA, or assessor determines validation",Requirement-theme rows are roll-up navigation until detailed requirement/testing-procedure content is loaded,PCI DSS v4.0.1 requirement testing procedures and applicable SAQ/ROC,Determine whether the Install and Maintain Network Security Controls requirement theme is satisfied for the defined cardholder data environment and validation path.,Apply only after cardholder data environment scope and applicable SAQ or ROC eligibility are documented.,"Applicable testing procedures are completed using appropriate Examine, Observe, or Interview evidence and all sampled gaps are resolved.","Evidence supports part of the requirement, but sampling, testing, customized approach, or remediation is incomplete.",The applicable requirement cannot be demonstrated for the defined cardholder data environment.,,,,
pci-dss-4.0.1,PCI DSS,pci.02,Apply Secure Configurations,Configuration,Control,Apply secure configuration standards to system components in the cardholder data environment.,PCI DSS v4.0.1: Requirement 2,,configuration_standard; hardening_report; change_record,technical,Splunk tracking,"Use a configuration dashboard or saved search to show baseline compliance, drift, and remediation status.",category.configuration,Configuration,provisional,rollup,medium,PCI DSS requirement themes provide a stable grouping for navigation and evidence collection.,approved_for_rollup,"Requirement groups are not the detailed v4.0.1 requirements and subrequirements. Validation also depends on scope, applicable testing procedures, and the selected ROC/SAQ path.","Add detailed requirements, subrequirements, testing procedures, applicability, and ROC/SAQ workflow.",Requirement and Sub-Requirement,"PCI testing procedures: Examine, Observe, Interview; customized approach where documented",Requirement results reported through applicable SAQ or ROC and attestation path,Cardholder data environment scope; SAQ eligibility or ROC path; testing samples; remediation; AOC/attestation,"Requirement themes support readiness; the applicable acquirer, payment brand, QSA, or assessor determines validation",Requirement-theme rows are roll-up navigation until detailed requirement/testing-procedure content is loaded,PCI DSS v4.0.1 requirement testing procedures and applicable SAQ/ROC,Determine whether the Apply Secure Configurations requirement theme is satisfied for the defined cardholder data environment and validation path.,Apply only after cardholder data environment scope and applicable SAQ or ROC eligibility are documented.,"Applicable testing procedures are completed using appropriate Examine, Observe, or Interview evidence and all sampled gaps are resolved.","Evidence supports part of the requirement, but sampling, testing, customized approach, or remediation is incomplete.",The applicable requirement cannot be demonstrated for the defined cardholder data environment.,,,,
pci-dss-4.0.1,PCI DSS,pci.03,Protect Stored Account Data,Data Protection,Control,"Protect stored account data with retention, minimization, masking, and cryptographic safeguards.",PCI DSS v4.0.1: Requirement 3,,data_inventory; retention_policy; encryption_configuration,hybrid,Document + Splunk tracking,"Review the data retention and protection policy, then verify actual storage, encryption, and deletion evidence.",category.data-protection,Data Protection,provisional,rollup,medium,PCI DSS requirement themes provide a stable grouping for navigation and evidence collection.,approved_for_rollup,"Requirement groups are not the detailed v4.0.1 requirements and subrequirements. Validation also depends on scope, applicable testing procedures, and the selected ROC/SAQ path.","Add detailed requirements, subrequirements, testing procedures, applicability, and ROC/SAQ workflow.",Requirement and Sub-Requirement,"PCI testing procedures: Examine, Observe, Interview; customized approach where documented",Requirement results reported through applicable SAQ or ROC and attestation path,Cardholder data environment scope; SAQ eligibility or ROC path; testing samples; remediation; AOC/attestation,"Requirement themes support readiness; the applicable acquirer, payment brand, QSA, or assessor determines validation",Requirement-theme rows are roll-up navigation until detailed requirement/testing-procedure content is loaded,PCI DSS v4.0.1 requirement testing procedures and applicable SAQ/ROC,Determine whether the Protect Stored Account Data requirement theme is satisfied for the defined cardholder data environment and validation path.,Apply only after cardholder data environment scope and applicable SAQ or ROC eligibility are documented.,"Applicable testing procedures are completed using appropriate Examine, Observe, or Interview evidence and all sampled gaps are resolved.","Evidence supports part of the requirement, but sampling, testing, customized approach, or remediation is incomplete.",The applicable requirement cannot be demonstrated for the defined cardholder data environment.,,,,
pci-dss-4.0.1,PCI DSS,pci.04,Protect Cardholder Data with Strong Cryptography During Transmission,Cryptography,Control,"Protect cardholder data during transmission over open, public networks.",PCI DSS v4.0.1: Requirement 4,,encryption_standard; tls_configuration; network_test,technical,Splunk tracking,Use configuration and network test evidence to prove approved cryptography is applied to in-scope flows.,category.cryptography,Cryptography,provisional,rollup,medium,PCI DSS requirement themes provide a stable grouping for navigation and evidence collection.,approved_for_rollup,"Requirement groups are not the detailed v4.0.1 requirements and subrequirements. Validation also depends on scope, applicable testing procedures, and the selected ROC/SAQ path.","Add detailed requirements, subrequirements, testing procedures, applicability, and ROC/SAQ workflow.",Requirement and Sub-Requirement,"PCI testing procedures: Examine, Observe, Interview; customized approach where documented",Requirement results reported through applicable SAQ or ROC and attestation path,Cardholder data environment scope; SAQ eligibility or ROC path; testing samples; remediation; AOC/attestation,"Requirement themes support readiness; the applicable acquirer, payment brand, QSA, or assessor determines validation",Requirement-theme rows are roll-up navigation until detailed requirement/testing-procedure content is loaded,PCI DSS v4.0.1 requirement testing procedures and applicable SAQ/ROC,Determine whether the Protect Cardholder Data with Strong Cryptography During Transmission requirement theme is satisfied for the defined cardholder data environment and validation path.,Apply only after cardholder data environment scope and applicable SAQ or ROC eligibility are documented.,"Applicable testing procedures are completed using appropriate Examine, Observe, or Interview evidence and all sampled gaps are resolved.","Evidence supports part of the requirement, but sampling, testing, customized approach, or remediation is incomplete.",The applicable requirement cannot be demonstrated for the defined cardholder data environment.,,,,
